name,type,start_time,duration,"mosi","miso"
"SPI","enable",3.999459247,0.000000001,,
"SPI","result",3.999618768,0.000848151,0xF8,0x87
"SPI","disable",4.000495376,0.000000001,,
"SPI","enable",4.093808741,0.000000001,,
"SPI","result",4.093928112,0.000848133,0xFE,0x47
"SPI","disable",4.094818247,0.000000001,,
"SPI","enable",4.094898943,0.000000001,,
"SPI","result",4.095061636,0.000848137,0xB8,0x01
"SPI","disable",4.095953211,0.000000001,,
"SPI","enable",4.096040562,0.000000001,,
"SPI","result",4.096195162,0.000848137,0xB8,0x8B
"SPI","disable",4.097076743,0.000000001,,
"SPI","enable",4.097161237,0.000000001,,
"SPI","result",4.097328687,0.000848141,0x74,0x87
"SPI","disable",4.098215506,0.000000001,,
"SPI","enable",4.098451394,0.000000001,,
"SPI","result",4.09857557,0.000848136,0xB2,0x47
"SPI","disable",4.099451384,0.000000001,,
"SPI","enable",4.099532075,0.000000001,,
"SPI","result",4.099709097,0.000848137,0xB8,0x4D
"SPI","disable",4.100586341,0.000000001,,
"SPI","enable",4.100673697,0.000000001,,
"SPI","result",4.100842618,0.000848142,0xB8,0x07
"SPI","disable",4.101727967,0.000000001,,
"SPI","enable",4.102914094,0.000000001,,
"SPI","result",4.103109681,0.000848136,0xF8,0x87
"SPI","disable",4.103986447,0.000000001,,
"SPI","enable",4.200838426,0.000000001,,
"SPI","result",4.200932913,0.000848124,0xFE,0x47
